Date;NK
09/07/2004;1264
09/07/2004;1179
09/07/2004;1079
09/07/2004;1036
09/07/2004;1002
09/07/2004;995
09/07/2004;1008
09/07/2004;978
09/07/2004;989
09/07/2004;961
09/07/2004;1009
09/07/2004;970
09/07/2004;1097
09/07/2004;1065
09/07/2004;1036
09/07/2004;1049
09/07/2004;1147
10/07/2004;1118
10/07/2004;1016
10/07/2004;940
10/07/2004;836
10/07/2004;831
10/07/2004;877
10/07/2004;872
10/07/2004;958
10/07/2004;959
10/07/2004;997
10/07/2004;916
10/07/2004;895
10/07/2004;855
10/07/2004;861
10/07/2004;821
10/07/2004;835
10/07/2004;813
10/07/2004;833
10/07/2004;859
10/07/2004;887
10/07/2004;970
10/07/2004;990
10/07/2004;1022
10/07/2004;1075
11/07/2004;1088
11/07/2004;925
11/07/2004;853
11/07/2004;918
11/07/2004;796
11/07/2004;796
11/07/2004;795
11/07/2004;842
11/07/2004;850
11/07/2004;884
11/07/2004;907
11/07/2004;846
11/07/2004;827
11/07/2004;804
11/07/2004;775
11/07/2004;802
11/07/2004;844
11/07/2004;881
11/07/2004;877
11/07/2004;931
11/07/2004;1011
11/07/2004;1035
11/07/2004;1153
11/07/2004;1020
12/07/2004;954
12/07/2004;903
12/07/2004;779
12/07/2004;761
12/07/2004;780
12/07/2004;835
12/07/2004;1004
12/07/2004;1272
12/07/2004;1173
12/07/2004;986
12/07/2004;942
12/07/2004;957
12/07/2004;1024
12/07/2004;962
12/07/2004;958
12/07/2004;933
12/07/2004;942
12/07/2004;1073
12/07/2004;1086
12/07/2004;1091
12/07/2004;980
12/07/2004;904
12/07/2004;865
12/07/2004;898
13/07/2004;945
13/07/2004;854
13/07/2004;751
13/07/2004;723
13/07/2004;754
13/07/2004;758
13/07/2004;873
13/07/2004;1176
13/07/2004;1257
13/07/2004;1137
13/07/2004;1064
13/07/2004;1026
13/07/2004;986
13/07/2004;908
13/07/2004;888
13/07/2004;843
13/07/2004;905
13/07/2004;1023
13/07/2004;1125
13/07/2004;1211
13/07/2004;1140
13/07/2004;1029
13/07/2004;981
13/07/2004;971
14/07/2004;927
14/07/2004;868
14/07/2004;863
14/07/2004;820
14/07/2004;777
14/07/2004;855
14/07/2004;960
14/07/2004;1310
14/07/2004;1339
14/07/2004;1211
14/07/2004;1068
14/07/2004;932
14/07/2004;949
14/07/2004;944
14/07/2004;966
14/07/2004;940
14/07/2004;934
14/07/2004;1052
14/07/2004;1109
14/07/2004;1169
14/07/2004;1093
14/07/2004;1084
14/07/2004;970
14/07/2004;951
15/07/2004;1038
15/07/2004;950
15/07/2004;831
15/07/2004;813
15/07/2004;797
15/07/2004;824
15/07/2004;879
15/07/2004;1132
15/07/2004;1291
15/07/2004;1193
15/07/2004;1057
15/07/2004;1027
15/07/2004;1084
15/07/2004;1032
15/07/2004;977
15/07/2004;1039
15/07/2004;1056
15/07/2004;1164
15/07/2004;1124
15/07/2004;1152
15/07/2004;1223
15/07/2004;1058
15/07/2004;1049
15/07/2004;1010
16/07/2004;981
16/07/2004;886
16/07/2004;821
16/07/2004;784
16/07/2004;771
16/07/2004;819
16/07/2004;836
16/07/2004;1114
16/07/2004;1319
16/07/2004;1211
16/07/2004;1051
16/07/2004;1108
16/07/2004;1014
16/07/2004;1003
16/07/2004;1021
16/07/2004;986
16/07/2004;1098
16/07/2004;1157
16/07/2004;1190
16/07/2004;1183
16/07/2004;1231
16/07/2004;1102
16/07/2004;1041
16/07/2004;1090
17/07/2004;1074
17/07/2004;977
17/07/2004;949
17/07/2004;912
17/07/2004;863
17/07/2004;834
17/07/2004;865
17/07/2004;974
17/07/2004;1079
17/07/2004;1084
17/07/2004;1107
17/07/2004;1040
17/07/2004;1019
17/07/2004;1003
17/07/2004;925
17/07/2004;910
17/07/2004;1012
17/07/2004;1100
17/07/2004;1046
17/07/2004;1083
17/07/2004;1050
17/07/2004;1050
17/07/2004;1142
17/07/2004;1165
18/07/2004;1136
18/07/2004;986
18/07/2004;971
18/07/2004;908
18/07/2004;882
18/07/2004;900
18/07/2004;935
18/07/2004;939
18/07/2004;982
18/07/2004;1088
18/07/2004;1065
18/07/2004;1016
18/07/2004;930
18/07/2004;928
18/07/2004;889
18/07/2004;966
18/07/2004;973
18/07/2004;950
18/07/2004;982
18/07/2004;990
18/07/2004;1017
18/07/2004;1067
18/07/2004;1147
18/07/2004;1132
19/07/2004;976
19/07/2004;920
19/07/2004;879
19/07/2004;854
19/07/2004;880
19/07/2004;925
19/07/2004;1044
19/07/2004;1279
19/07/2004;1403
19/07/2004;1282
19/07/2004;1262
19/07/2004;1195
19/07/2004;1173
19/07/2004;1102
19/07/2004;1076
19/07/2004;1078
19/07/2004;1100
19/07/2004;1234
19/07/2004;1323
19/07/2004;1263
19/07/2004;1216
19/07/2004;1247
19/07/2004;1264
19/07/2004;1111
20/07/2004;1068
20/07/2004;1015
20/07/2004;989
20/07/2004;930
20/07/2004;952
20/07/2004;981
20/07/2004;1138
20/07/2004;1472
20/07/2004;1626
20/07/2004;1480
20/07/2004;1367
20/07/2004;1245
20/07/2004;1194
20/07/2004;1156
20/07/2004;1107
20/07/2004;1127
20/07/2004;1083
20/07/2004;1289
20/07/2004;1209
20/07/2004;1221
20/07/2004;1255
20/07/2004;1163
20/07/2004;1234
20/07/2004;1240
21/07/2004;1128
21/07/2004;1057
21/07/2004;1026
21/07/2004;925
21/07/2004;917
21/07/2004;1011
21/07/2004;1079
21/07/2004;1322
21/07/2004;1526
21/07/2004;1338
21/07/2004;1421
21/07/2004;1197
21/07/2004;1116
21/07/2004;1115
21/07/2004;1018
21/07/2004;1109
21/07/2004;1105
21/07/2004;1128
21/07/2004;1301
21/07/2004;1416
21/07/2004;1301
21/07/2004;1261
21/07/2004;1295
21/07/2004;1239
22/07/2004;1229
22/07/2004;1125
22/07/2004;1044
22/07/2004;976
22/07/2004;1015
22/07/2004;954
22/07/2004;1032
22/07/2004;1518
22/07/2004;1602
22/07/2004;1362
22/07/2004;1394
22/07/2004;1205
22/07/2004;1210
22/07/2004;1138
22/07/2004;1079
22/07/2004;1158
22/07/2004;1186
22/07/2004;1261
22/07/2004;1339
22/07/2004;1342
22/07/2004;1317
22/07/2004;1210
22/07/2004;1220
22/07/2004;1276
23/07/2004;1270
23/07/2004;1053
23/07/2004;956
23/07/2004;954
23/07/2004;912
23/07/2004;973
23/07/2004;1037
23/07/2004;1306
23/07/2004;1367
23/07/2004;1335
23/07/2004;1250
23/07/2004;1142
23/07/2004;1168
23/07/2004;1125
23/07/2004;1083
23/07/2004;1080
23/07/2004;1085
23/07/2004;1115
23/07/2004;1259
23/07/2004;1241
23/07/2004;1156
23/07/2004;1055
23/07/2004;1144
23/07/2004;1169
24/07/2004;1195
24/07/2004;1158
24/07/2004;1075
24/07/2004;973
24/07/2004;989
24/07/2004;967
24/07/2004;968
24/07/2004;1062
24/07/2004;1143
24/07/2004;1152
24/07/2004;1238
24/07/2004;1103
24/07/2004;1043
24/07/2004;1058
24/07/2004;960
24/07/2004;972
24/07/2004;1012
24/07/2004;1021
24/07/2004;1034
24/07/2004;1026
24/07/2004;966
24/07/2004;948
24/07/2004;984
24/07/2004;1077
25/07/2004;1163
25/07/2004;965
25/07/2004;941
25/07/2004;851
25/07/2004;870
25/07/2004;834
25/07/2004;859
25/07/2004;843
25/07/2004;851
25/07/2004;853
25/07/2004;908
25/07/2004;928
25/07/2004;905
25/07/2004;901
25/07/2004;869
25/07/2004;891
25/07/2004;855
25/07/2004;911
25/07/2004;989
25/07/2004;1048
25/07/2004;1049
25/07/2004;1035
25/07/2004;1034
25/07/2004;1022
26/07/2004;1007
26/07/2004;945
26/07/2004;880
26/07/2004;837
26/07/2004;822
26/07/2004;860
26/07/2004;1023
26/07/2004;1150
26/07/2004;1088
26/07/2004;993
26/07/2004;962
26/07/2004;974
26/07/2004;998
26/07/2004;964
26/07/2004;903
26/07/2004;973
26/07/2004;976
26/07/2004;1026
26/07/2004;1163
26/07/2004;1082
26/07/2004;1029
26/07/2004;991
26/07/2004;950
26/07/2004;997
27/07/2004;912
27/07/2004;861
27/07/2004;838
27/07/2004;784
27/07/2004;800
27/07/2004;825
27/07/2004;996
27/07/2004;1086
27/07/2004;1041
27/07/2004;991
27/07/2004;999
27/07/2004;981
27/07/2004;926
27/07/2004;939
27/07/2004;915
27/07/2004;883
27/07/2004;926
27/07/2004;989
27/07/2004;1003
27/07/2004;933
27/07/2004;912
27/07/2004;888
27/07/2004;858
27/07/2004;837
28/07/2004;902
28/07/2004;860
28/07/2004;794
28/07/2004;742
28/07/2004;779
28/07/2004;798
28/07/2004;851
28/07/2004;1048
28/07/2004;1210
28/07/2004;1172
28/07/2004;1026
28/07/2004;914
28/07/2004;938
28/07/2004;908
28/07/2004;892
28/07/2004;949
28/07/2004;956
28/07/2004;1070
28/07/2004;1103
28/07/2004;1074
28/07/2004;1086
28/07/2004;960
28/07/2004;974
28/07/2004;939
29/07/2004;954
29/07/2004;925
29/07/2004;797
29/07/2004;787
29/07/2004;774
29/07/2004;838
29/07/2004;918
29/07/2004;1125
29/07/2004;1281
29/07/2004;1145
29/07/2004;1088
29/07/2004;1043
29/07/2004;998
29/07/2004;998
29/07/2004;960
29/07/2004;1062
29/07/2004;1050
29/07/2004;1096
29/07/2004;1081
29/07/2004;1096
29/07/2004;1051
29/07/2004;1106
29/07/2004;1177
29/07/2004;1111
30/07/2004;1083
30/07/2004;1005
30/07/2004;942
30/07/2004;907
30/07/2004;867
30/07/2004;882
30/07/2004;894
30/07/2004;1263
30/07/2004;1380
30/07/2004;1333
30/07/2004;1264
30/07/2004;1115
30/07/2004;1078
30/07/2004;1055
30/07/2004;1031
30/07/2004;1033
30/07/2004;1043
30/07/2004;1118
30/07/2004;1137
30/07/2004;1153
30/07/2004;1145
30/07/2004;1149
30/07/2004;1149
30/07/2004;1052
31/07/2004;-200
31/07/2004;935
31/07/2004;935
31/07/2004;930
31/07/2004;880
31/07/2004;916
31/07/2004;975
31/07/2004;948
31/07/2004;1069
31/07/2004;1210
31/07/2004;1272
31/07/2004;1240
31/07/2004;1171
31/07/2004;1072
31/07/2004;970
31/07/2004;938
31/07/2004;976
31/07/2004;958
31/07/2004;1014
31/07/2004;1091
31/07/2004;1080
31/07/2004;1128
31/07/2004;1105
31/07/2004;1141
01/08/2004;1104
01/08/2004;1065
01/08/2004;971
01/08/2004;891
01/08/2004;936
01/08/2004;845
01/08/2004;872
01/08/2004;903
01/08/2004;971
01/08/2004;1006
01/08/2004;1012
01/08/2004;975
01/08/2004;944
01/08/2004;857
01/08/2004;824
01/08/2004;868
01/08/2004;908
01/08/2004;912
01/08/2004;986
01/08/2004;1037
01/08/2004;1088
01/08/2004;1093
01/08/2004;1142
01/08/2004;1170
02/08/2004;1142
02/08/2004;986
02/08/2004;942
02/08/2004;882
02/08/2004;854
02/08/2004;910
02/08/2004;1005
02/08/2004;1193
02/08/2004;1297
02/08/2004;1180
02/08/2004;1134
02/08/2004;1113
02/08/2004;1084
02/08/2004;1009
02/08/2004;1002
02/08/2004;1007
02/08/2004;996
02/08/2004;1050
02/08/2004;1100
02/08/2004;1085
02/08/2004;1079
02/08/2004;1086
02/08/2004;1092
02/08/2004;1097
03/08/2004;1075
03/08/2004;1008
03/08/2004;895
03/08/2004;838
03/08/2004;866
03/08/2004;872
03/08/2004;922
03/08/2004;1362
03/08/2004;1349
03/08/2004;1298
03/08/2004;1234
03/08/2004;1147
03/08/2004;1173
03/08/2004;1118
03/08/2004;1078
03/08/2004;1076
03/08/2004;1103
03/08/2004;1117
03/08/2004;1166
03/08/2004;1157
03/08/2004;1136
03/08/2004;1122
03/08/2004;1121
03/08/2004;1150
04/08/2004;1074
04/08/2004;1039
04/08/2004;963
04/08/2004;889
04/08/2004;868
04/08/2004;877
04/08/2004;1056
04/08/2004;1288
04/08/2004;1381
04/08/2004;1113
04/08/2004;1062
04/08/2004;1094
04/08/2004;1050
04/08/2004;1056
04/08/2004;944
04/08/2004;1003
04/08/2004;1018
04/08/2004;1108
04/08/2004;1049
04/08/2004;1078
04/08/2004;999
04/08/2004;943
04/08/2004;987
04/08/2004;939
05/08/2004;1015
05/08/2004;935
05/08/2004;908
05/08/2004;853
05/08/2004;851
05/08/2004;957
05/08/2004;1059
05/08/2004;1261
05/08/2004;1215
05/08/2004;1097
05/08/2004;1135
05/08/2004;1117
05/08/2004;1108
05/08/2004;1038
05/08/2004;985
05/08/2004;1100
05/08/2004;1067
05/08/2004;1140
05/08/2004;1113
05/08/2004;1124
05/08/2004;1056
05/08/2004;1002
05/08/2004;971
05/08/2004;1001
06/08/2004;1058
06/08/2004;1030
06/08/2004;950
06/08/2004;912
06/08/2004;893
06/08/2004;938
06/08/2004;1065
06/08/2004;1240
06/08/2004;1307
06/08/2004;1229
06/08/2004;1220
06/08/2004;1218
06/08/2004;1171
06/08/2004;1067
06/08/2004;1054
06/08/2004;1051
06/08/2004;1103
06/08/2004;970
06/08/2004;1100
06/08/2004;1129
06/08/2004;1126
06/08/2004;1019
06/08/2004;1011
06/08/2004;1039
07/08/2004;974
07/08/2004;925
07/08/2004;810
07/08/2004;800
07/08/2004;813
07/08/2004;788
07/08/2004;815
07/08/2004;868
07/08/2004;951
07/08/2004;1075
07/08/2004;1058
07/08/2004;1012
07/08/2004;929
07/08/2004;902
07/08/2004;836
07/08/2004;858
07/08/2004;886
07/08/2004;974
07/08/2004;1008
07/08/2004;990
07/08/2004;981
07/08/2004;954
07/08/2004;1030
07/08/2004;1033
08/08/2004;963
08/08/2004;918
08/08/2004;868
08/08/2004;886
08/08/2004;813
08/08/2004;815
08/08/2004;815
08/08/2004;835
08/08/2004;921
08/08/2004;963
08/08/2004;935
08/08/2004;1007
08/08/2004;1032
08/08/2004;901
08/08/2004;851
08/08/2004;877
08/08/2004;909
08/08/2004;908
08/08/2004;926
08/08/2004;1010
08/08/2004;1031
08/08/2004;1070
08/08/2004;1124
08/08/2004;1066
09/08/2004;1001
09/08/2004;967
09/08/2004;901
09/08/2004;835
09/08/2004;820
09/08/2004;896
09/08/2004;996
09/08/2004;1159
09/08/2004;1185
09/08/2004;1168
09/08/2004;1044
09/08/2004;983
09/08/2004;1032
09/08/2004;1019
09/08/2004;982
09/08/2004;1016
09/08/2004;-200
09/08/2004;-200
09/08/2004;-200
09/08/2004;-200
09/08/2004;1091
09/08/2004;1109
09/08/2004;1098
09/08/2004;1088
10/08/2004;1035
10/08/2004;942
10/08/2004;902
10/08/2004;919
10/08/2004;875
10/08/2004;927
10/08/2004;1032
10/08/2004;1193
10/08/2004;1268
10/08/2004;1238
10/08/2004;1230
10/08/2004;1161
10/08/2004;1048
10/08/2004;929
10/08/2004;950
10/08/2004;1013
10/08/2004;1034
10/08/2004;1082
10/08/2004;1110
10/08/2004;1118
10/08/2004;1136
10/08/2004;1106
10/08/2004;1151
10/08/2004;1144
11/08/2004;1118
11/08/2004;1066
11/08/2004;991
11/08/2004;906
11/08/2004;903
11/08/2004;941
11/08/2004;1074
11/08/2004;1114
11/08/2004;1162
11/08/2004;1165
11/08/2004;1179
11/08/2004;1144
11/08/2004;1066
11/08/2004;1056
11/08/2004;995
11/08/2004;967
11/08/2004;1048
11/08/2004;1092
11/08/2004;1056
11/08/2004;1100
11/08/2004;1057
11/08/2004;1068
11/08/2004;1050
11/08/2004;1074
12/08/2004;1053
12/08/2004;1003
12/08/2004;933
12/08/2004;869
12/08/2004;864
12/08/2004;931
12/08/2004;921
12/08/2004;1139
12/08/2004;1205
12/08/2004;1126
12/08/2004;1066
12/08/2004;1069
12/08/2004;975
12/08/2004;955
12/08/2004;949
12/08/2004;941
12/08/2004;942
12/08/2004;974
12/08/2004;1012
12/08/2004;1017
12/08/2004;1006
12/08/2004;1008
12/08/2004;989
12/08/2004;1080
13/08/2004;1033
13/08/2004;968
13/08/2004;853
13/08/2004;810
13/08/2004;817
13/08/2004;840
13/08/2004;940
13/08/2004;1076
13/08/2004;1086
13/08/2004;1031
13/08/2004;1016
13/08/2004;953
13/08/2004;918
13/08/2004;892
13/08/2004;841
13/08/2004;799
13/08/2004;838
13/08/2004;870
13/08/2004;892
13/08/2004;926
13/08/2004;919
13/08/2004;932
13/08/2004;957
13/08/2004;994
14/08/2004;984
14/08/2004;919
14/08/2004;847
14/08/2004;802
14/08/2004;795
14/08/2004;809
14/08/2004;835
14/08/2004;967
14/08/2004;969
14/08/2004;913
14/08/2004;933
14/08/2004;922
14/08/2004;914
14/08/2004;873
14/08/2004;831
14/08/2004;840
14/08/2004;874
14/08/2004;896
14/08/2004;964
14/08/2004;1001
14/08/2004;1005
14/08/2004;979
14/08/2004;935
14/08/2004;939
15/08/2004;878
15/08/2004;848
15/08/2004;826
15/08/2004;804
15/08/2004;789
15/08/2004;785
15/08/2004;772
15/08/2004;796
15/08/2004;875
15/08/2004;955
15/08/2004;938
15/08/2004;954
15/08/2004;875
15/08/2004;810
15/08/2004;746
15/08/2004;738
15/08/2004;771
15/08/2004;799
15/08/2004;831
15/08/2004;885
15/08/2004;883
15/08/2004;906
15/08/2004;982
15/08/2004;892
16/08/2004;841
16/08/2004;859
16/08/2004;810
16/08/2004;759
16/08/2004;749
16/08/2004;766
16/08/2004;865
16/08/2004;924
16/08/2004;973
16/08/2004;1028
16/08/2004;979
16/08/2004;892
16/08/2004;892
16/08/2004;836
16/08/2004;824
16/08/2004;825
16/08/2004;871
16/08/2004;903
16/08/2004;944
16/08/2004;969
16/08/2004;1005
16/08/2004;972
16/08/2004;960
16/08/2004;946
17/08/2004;959
17/08/2004;877
17/08/2004;867
17/08/2004;836
17/08/2004;820
17/08/2004;828
17/08/2004;929
17/08/2004;1118
17/08/2004;1155
17/08/2004;1112
17/08/2004;1094
17/08/2004;1022
17/08/2004;968
17/08/2004;978
17/08/2004;947
17/08/2004;997
17/08/2004;1026
17/08/2004;973
17/08/2004;925
17/08/2004;957
17/08/2004;1029
17/08/2004;1109
17/08/2004;1105
17/08/2004;1039
18/08/2004;965
18/08/2004;955
18/08/2004;935
18/08/2004;902
18/08/2004;875
18/08/2004;884
18/08/2004;942
18/08/2004;1077
18/08/2004;1040
18/08/2004;982
18/08/2004;995
18/08/2004;1024
18/08/2004;1029
18/08/2004;1003
18/08/2004;987
18/08/2004;1023
18/08/2004;1023
18/08/2004;1064
18/08/2004;1042
18/08/2004;1059
18/08/2004;1050
18/08/2004;1025
18/08/2004;1029
18/08/2004;1055
19/08/2004;1001
19/08/2004;936
19/08/2004;863
19/08/2004;834
19/08/2004;841
19/08/2004;871
19/08/2004;962
19/08/2004;1083
19/08/2004;1061
19/08/2004;1012
19/08/2004;1031
19/08/2004;1011
19/08/2004;1009
19/08/2004;980
19/08/2004;961
19/08/2004;966
19/08/2004;1022
19/08/2004;1091
19/08/2004;1063
19/08/2004;1116
19/08/2004;1101
19/08/2004;1072
19/08/2004;1080
19/08/2004;1005
20/08/2004;998
20/08/2004;1000
20/08/2004;932
20/08/2004;808
20/08/2004;795
20/08/2004;886
20/08/2004;974
20/08/2004;1112
20/08/2004;1175
20/08/2004;1091
20/08/2004;1066
20/08/2004;1031
20/08/2004;1004
20/08/2004;927
20/08/2004;924
20/08/2004;912
20/08/2004;976
20/08/2004;989
20/08/2004;986
20/08/2004;984
20/08/2004;1000
20/08/2004;996
20/08/2004;1013
20/08/2004;1004
21/08/2004;949
21/08/2004;895
21/08/2004;863
21/08/2004;786
21/08/2004;792
21/08/2004;816
21/08/2004;826
21/08/2004;826
21/08/2004;809
21/08/2004;809
21/08/2004;853
21/08/2004;814
21/08/2004;807
21/08/2004;811
21/08/2004;796
21/08/2004;833
21/08/2004;856
21/08/2004;830
21/08/2004;883
21/08/2004;965
21/08/2004;931
21/08/2004;885
21/08/2004;900
21/08/2004;904
22/08/2004;944
22/08/2004;907
22/08/2004;886
22/08/2004;882
22/08/2004;843
22/08/2004;825
22/08/2004;791
22/08/2004;856
22/08/2004;861
22/08/2004;924
22/08/2004;941
22/08/2004;879
22/08/2004;816
22/08/2004;715
22/08/2004;717
22/08/2004;711
22/08/2004;731
22/08/2004;752
22/08/2004;879
22/08/2004;922
22/08/2004;958
22/08/2004;949
22/08/2004;922
22/08/2004;902
23/08/2004;932
23/08/2004;870
23/08/2004;812
23/08/2004;773
23/08/2004;769
23/08/2004;763
23/08/2004;809
23/08/2004;893
23/08/2004;1028
23/08/2004;1011
23/08/2004;994
23/08/2004;937
23/08/2004;902
23/08/2004;860
23/08/2004;843
23/08/2004;872
23/08/2004;857
23/08/2004;922
23/08/2004;951
23/08/2004;962
23/08/2004;957
23/08/2004;928
23/08/2004;895
23/08/2004;902
24/08/2004;904
24/08/2004;919
24/08/2004;812
24/08/2004;776
24/08/2004;762
24/08/2004;786
24/08/2004;868
24/08/2004;965
24/08/2004;1049
24/08/2004;1008
24/08/2004;1008
24/08/2004;973
24/08/2004;964
24/08/2004;923
24/08/2004;934
24/08/2004;1036
24/08/2004;1076
24/08/2004;1055
24/08/2004;1081
24/08/2004;1072
24/08/2004;1038
24/08/2004;1059
24/08/2004;1070
24/08/2004;1093
25/08/2004;1016
25/08/2004;988
25/08/2004;930
25/08/2004;815
25/08/2004;884
25/08/2004;913
25/08/2004;994
25/08/2004;1173
25/08/2004;1314
25/08/2004;1252
25/08/2004;1151
25/08/2004;1122
25/08/2004;1111
25/08/2004;1058
25/08/2004;972
25/08/2004;985
25/08/2004;1004
25/08/2004;1030
25/08/2004;965
25/08/2004;987
25/08/2004;923
25/08/2004;872
25/08/2004;939
25/08/2004;954
26/08/2004;969
26/08/2004;882
26/08/2004;805
26/08/2004;790
26/08/2004;779
26/08/2004;842
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
26/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
27/08/2004;-200
28/08/2004;-200
28/08/2004;-200
28/08/2004;-200
28/08/2004;835
28/08/2004;792
28/08/2004;749
28/08/2004;803
28/08/2004;818
28/08/2004;932
28/08/2004;977
28/08/2004;1011
28/08/2004;975
28/08/2004;958
28/08/2004;903
28/08/2004;854
28/08/2004;890
28/08/2004;962
28/08/2004;1028
28/08/2004;1031
28/08/2004;1087
28/08/2004;1029
28/08/2004;1070
28/08/2004;1059
28/08/2004;1125
29/08/2004;1062
29/08/2004;1049
29/08/2004;999
29/08/2004;947
29/08/2004;904
29/08/2004;894
29/08/2004;875
29/08/2004;870
29/08/2004;952
29/08/2004;949
29/08/2004;1028
29/08/2004;1003
29/08/2004;934
29/08/2004;872
29/08/2004;852
29/08/2004;881
29/08/2004;942
29/08/2004;1038
29/08/2004;1042
29/08/2004;1181
29/08/2004;1116
29/08/2004;1062
29/08/2004;1085
29/08/2004;1161
30/08/2004;1053
30/08/2004;956
30/08/2004;859
30/08/2004;813
30/08/2004;815
30/08/2004;902
30/08/2004;1017
30/08/2004;1336
30/08/2004;1393
30/08/2004;1271
30/08/2004;1169
30/08/2004;1143
30/08/2004;1084
30/08/2004;1051
30/08/2004;1020
30/08/2004;1111
30/08/2004;1125
30/08/2004;1099
30/08/2004;1132
30/08/2004;1077
30/08/2004;1076
30/08/2004;1070
30/08/2004;1052
30/08/2004;988
31/08/2004;926
31/08/2004;925
31/08/2004;869
31/08/2004;832
31/08/2004;854
31/08/2004;913
31/08/2004;976
31/08/2004;1309
31/08/2004;1333
31/08/2004;1209
31/08/2004;1180
31/08/2004;1204
31/08/2004;1143
31/08/2004;1120
31/08/2004;1030
31/08/2004;1058
31/08/2004;1040
31/08/2004;1093
31/08/2004;1184
31/08/2004;1180
31/08/2004;1079
31/08/2004;1095
31/08/2004;1073
31/08/2004;1063
01/09/2004;1046
01/09/2004;953
01/09/2004;864
01/09/2004;829
01/09/2004;838
01/09/2004;913
01/09/2004;1039
01/09/2004;1252
01/09/2004;1410
01/09/2004;1217
01/09/2004;1114
01/09/2004;1026
01/09/2004;1051
01/09/2004;1027
01/09/2004;996
01/09/2004;1028
01/09/2004;1030
01/09/2004;1133
01/09/2004;1180
01/09/2004;1261
01/09/2004;1093
01/09/2004;1068
01/09/2004;1031
01/09/2004;1055
02/09/2004;1060
02/09/2004;962
02/09/2004;874
02/09/2004;832
02/09/2004;834
02/09/2004;865
02/09/2004;903
02/09/2004;1236
02/09/2004;1464
02/09/2004;1258
02/09/2004;1203
02/09/2004;1156
02/09/2004;1106
02/09/2004;1008
02/09/2004;1011
02/09/2004;1049
02/09/2004;1053
02/09/2004;1088
02/09/2004;1248
02/09/2004;1374
02/09/2004;1213
02/09/2004;1108
02/09/2004;1071
02/09/2004;1044
03/09/2004;1045
03/09/2004;1004
03/09/2004;944
03/09/2004;868
03/09/2004;850
03/09/2004;873
03/09/2004;905
03/09/2004;1249
03/09/2004;1488
03/09/2004;1300
03/09/2004;1311
03/09/2004;1232
03/09/2004;1113
03/09/2004;1048
03/09/2004;1054
03/09/2004;1104
03/09/2004;1130
03/09/2004;1229
03/09/2004;1347
03/09/2004;1424
03/09/2004;1305
03/09/2004;1180
03/09/2004;1029
03/09/2004;1080
04/09/2004;1197
04/09/2004;1006
04/09/2004;987
04/09/2004;958
04/09/2004;962
04/09/2004;958
04/09/2004;976
04/09/2004;1088
04/09/2004;1159
04/09/2004;1156
04/09/2004;1202
04/09/2004;1226
04/09/2004;1181
04/09/2004;1062
04/09/2004;1013
04/09/2004;1029
04/09/2004;1144
04/09/2004;1159
04/09/2004;1113
04/09/2004;1100
04/09/2004;1037
04/09/2004;1055
04/09/2004;980
04/09/2004;1083
05/09/2004;1399
05/09/2004;1194
05/09/2004;970
05/09/2004;898
05/09/2004;929
05/09/2004;913
05/09/2004;854
05/09/2004;881
05/09/2004;867
05/09/2004;885
05/09/2004;899
05/09/2004;886
05/09/2004;864
05/09/2004;822
05/09/2004;810
05/09/2004;784
05/09/2004;823
05/09/2004;863
05/09/2004;880
05/09/2004;951
05/09/2004;942
05/09/2004;988
05/09/2004;1008
05/09/2004;965
06/09/2004;957
06/09/2004;921
06/09/2004;854
06/09/2004;826
06/09/2004;828
06/09/2004;892
06/09/2004;954
06/09/2004;1120
06/09/2004;1096
06/09/2004;1058
06/09/2004;977
06/09/2004;977
06/09/2004;943
06/09/2004;964
06/09/2004;953
06/09/2004;967
06/09/2004;996
06/09/2004;1091
06/09/2004;1114
06/09/2004;1133
06/09/2004;1031
06/09/2004;952
06/09/2004;949
06/09/2004;932
07/09/2004;966
07/09/2004;888
07/09/2004;847
07/09/2004;856
07/09/2004;881
07/09/2004;882
07/09/2004;1016
07/09/2004;1228
07/09/2004;1311
07/09/2004;1081
07/09/2004;1104
07/09/2004;991
07/09/2004;1008
07/09/2004;986
07/09/2004;948
07/09/2004;919
07/09/2004;958
07/09/2004;1037
07/09/2004;1120
07/09/2004;1205
07/09/2004;1172
07/09/2004;1088
07/09/2004;1055
07/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;1297
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
08/09/2004;-200
